id,purch_date,customer_id,product_id,amount,paid
1506,6/08/2019,313,59,12,891.36
1507,6/08/2019,199,9,5,150.05
1508,6/08/2019,730,53,11,814.66
1509,6/08/2019,447,26,19,895.85
1510,6/08/2019,485,5,16,1384.32
1511,6/08/2019,3,20,16,1392.8
1512,6/08/2019,483,6,8,793.76
1513,6/08/2019,790,5,16,1398.24
1514,6/08/2019,85,58,1,73.05
1515,6/08/2019,961,52,6,592.44
1516,6/08/2019,36,34,13,1294.02
1517,6/08/2019,222,16,2,102.02
1518,6/08/2019,866,48,9,330.03
1519,6/08/2019,797,10,9,800.91
1520,6/08/2019,831,58,6,376.92
1521,6/08/2019,261,51,19,1431.08
1522,6/08/2019,468,29,16,947.68
1523,6/08/2019,404,18,1,43.37
1524,6/08/2019,297,45,9,411.93
1525,6/08/2019,4,12,5,212.8
1526,6/08/2019,207,5,14,1223.46
1527,6/08/2019,414,16,2,110.9
1528,6/08/2019,602,38,11,241.78
1529,6/08/2019,441,28,18,508.32
1530,6/08/2019,474,10,5,444.95
1531,6/08/2019,623,55,5,42.75
1532,6/08/2019,351,42,17,1487.67
1533,6/08/2019,740,34,7,696.78
1534,6/08/2019,55,58,5,365.25
1535,3/09/2019,598,19,13,264.16
1536,3/09/2019,842,11,15,322.05
1537,3/09/2019,963,12,14,595.84
1538,3/09/2019,858,56,14,215.6
1539,3/09/2019,183,51,5,376.6
1540,3/09/2019,824,37,10,619.9
1541,3/09/2019,878,10,11,978.89
1542,3/09/2019,486,44,13,398.71
1543,3/09/2019,104,27,2,50.26
1544,3/09/2019,127,46,10,613.4
1545,3/09/2019,591,26,6,505.2
1546,3/09/2019,152,5,14,844.2
1547,3/09/2019,248,45,18,823.86
1548,3/09/2019,748,47,7,175.91
1549,3/09/2019,783,44,16,397.44
1550,3/09/2019,940,44,18,552.06
1551,3/09/2019,240,13,9,179.1
1552,3/09/2019,37,52,14,981.54
1553,3/09/2019,816,57,2,137.26
1554,3/09/2019,624,28,2,37.28
1555,3/09/2019,307,38,4,87.92
1556,3/09/2019,828,20,17,1479.85
1557,3/09/2019,160,53,13,962.78
1558,3/09/2019,943,9,12,360.12
1559,3/09/2019,995,49,16,1001.6
1560,3/09/2019,314,34,3,298.62
1561,3/09/2019,618,60,19,783.18
1562,3/09/2019,383,58,13,949.65
1563,3/09/2019,655,50,14,519.54
1564,3/09/2019,24,32,3,276.99
1565,3/09/2019,610,9,11,198.11
1566,3/09/2019,5,57,12,749.4
1567,3/09/2019,229,32,5,461.65
1568,3/09/2019,791,43,18,402.84
1569,3/09/2019,554,10,6,443.16
1570,3/09/2019,874,4,20,1363.2
1571,3/09/2019,248,46,11,364.32
1572,3/09/2019,400,14,9,760.41
1573,3/09/2019,912,6,9,830.43
1574,3/09/2019,903,37,4,183.48
1575,3/09/2019,265,32,4,295.44
1576,3/09/2019,75,18,2,112.66
1577,3/09/2019,931,20,1,87.05
1578,3/09/2019,962,53,13,962.78
1579,3/09/2019,703,15,8,64.4
1580,3/09/2019,374,30,4,91.84
1581,3/09/2019,609,27,3,142.23
1582,3/09/2019,129,12,18,766.08
1583,3/09/2019,335,40,18,1427.58
1584,3/09/2019,801,23,15,244.05
1585,3/09/2019,745,60,6,247.32
1586,3/09/2019,823,13,17,338.3
1587,3/09/2019,916,50,15,959.7
1588,3/09/2019,90,56,13,200.2
1589,3/09/2019,845,17,4,133.76
1590,3/09/2019,998,25,16,1179.2
1591,3/09/2019,476,47,2,96.64
1592,4/09/2019,28,48,9,330.03
1593,4/09/2019,792,16,16,887.2
1594,4/09/2019,318,3,13,850.2
1595,4/09/2019,966,9,20,600.2
1596,4/09/2019,2,20,2,174.1
1597,4/09/2019,453,3,2,130.8
1598,4/09/2019,878,2,6,514.44
1599,4/09/2019,317,26,10,842.0
1600,4/09/2019,118,15,15,211.95
1601,4/09/2019,634,20,13,1131.65
1602,4/09/2019,282,22,16,867.68
1603,4/09/2019,822,15,11,155.43
1604,4/09/2019,646,15,12,115.32
1605,4/09/2019,237,51,17,832.32
1606,4/09/2019,755,24,17,531.42
1607,4/09/2019,73,53,5,370.3
1608,4/09/2019,150,3,12,784.8
1609,4/09/2019,326,41,10,653.5
1610,4/09/2019,756,32,20,1809.6
1611,4/09/2019,685,11,6,128.82
1612,4/09/2019,614,34,19,1891.26
1613,4/09/2019,589,12,2,85.12
1614,4/09/2019,291,12,14,595.84
1615,4/09/2019,816,36,4,55.32
1616,4/09/2019,270,23,10,113.9
1617,4/09/2019,127,45,11,392.7
1618,4/09/2019,37,3,19,1242.6
1619,4/09/2019,795,32,9,830.97
1620,4/09/2019,235,38,2,41.76
1621,4/09/2019,495,59,9,668.52
1622,4/09/2019,87,56,6,123.18
1623,4/09/2019,818,49,8,340.56
1624,4/09/2019,679,42,16,1400.16
1625,4/09/2019,922,15,2,16.1
1626,4/09/2019,72,38,8,175.84
1627,4/09/2019,689,29,11,651.53
1628,4/09/2019,143,10,20,1779.8
1629,4/09/2019,349,44,20,613.4
1630,4/09/2019,411,22,6,361.56
1631,4/09/2019,872,30,3,68.88
1632,4/09/2019,572,53,3,222.18
1633,4/09/2019,634,36,13,118.69
1634,4/09/2019,698,1,4,25.44
1635,4/09/2019,40,59,9,668.52
1636,4/09/2019,121,24,11,343.86
1637,4/09/2019,142,31,13,420.55
1638,4/09/2019,694,24,19,593.94
1639,4/09/2019,673,25,4,294.8
1640,4/09/2019,275,5,19,1295.04
1641,4/09/2019,839,12,15,638.4
1642,4/09/2019,302,39,5,112.35
1643,4/09/2019,266,24,5,156.3
1644,4/09/2019,247,25,13,958.1
1645,4/09/2019,205,24,3,88.14
1646,4/09/2019,947,55,14,119.7
1647,4/09/2019,385,29,4,236.92
1648,4/09/2019,604,12,6,227.28
1649,4/09/2019,111,53,11,814.66
1650,4/09/2019,431,56,9,184.77
1651,4/09/2019,212,31,15,836.55
1652,4/09/2019,989,3,9,588.6
1653,4/09/2019,616,48,9,244.26
1654,4/09/2019,167,51,10,753.2
1655,4/09/2019,189,27,19,900.79
1656,4/09/2019,957,58,10,730.5
1657,4/09/2019,272,21,7,551.04
1658,4/09/2019,93,46,2,122.68
1659,4/09/2019,544,25,14,722.26
1660,5/09/2019,106,23,11,178.97
1661,5/09/2019,962,35,2,191.36
1662,5/09/2019,256,39,19,654.55
1663,5/09/2019,724,30,10,229.6
1664,5/09/2019,466,8,6,253.14
1665,5/09/2019,235,27,13,616.33
1666,5/09/2019,942,31,4,223.08
1667,5/09/2019,579,46,16,785.12
1668,5/09/2019,626,38,5,109.9
1669,5/09/2019,503,4,2,136.32
1670,5/09/2019,237,5,7,611.73
1671,5/09/2019,906,23,19,194.75
1672,5/09/2019,692,14,11,1093.4
1673,5/09/2019,725,54,7,264.53
1674,5/09/2019,860,60,12,479.76
1675,5/09/2019,402,44,4,122.68
1676,5/09/2019,733,16,4,221.8
1677,5/09/2019,30,39,19,711.55
1678,5/09/2019,92,41,7,457.45
1679,5/09/2019,379,35,4,206.68
1680,5/09/2019,3,52,3,168.84
1681,5/09/2019,377,30,7,160.72
1682,5/09/2019,473,38,19,417.62
1683,5/09/2019,689,8,20,843.8
1684,5/09/2019,326,1,15,95.4
1685,5/09/2019,188,46,16,579.04
1686,5/09/2019,723,49,9,563.4
1687,5/09/2019,755,22,15,903.9
1688,5/09/2019,345,18,1,56.33
1689,5/09/2019,945,57,13,892.19
1690,5/09/2019,201,43,9,366.21
1691,5/09/2019,869,18,19,1070.27
1692,5/09/2019,582,25,3,179.1
1693,5/09/2019,2,11,5,107.35
1694,5/09/2019,992,6,1,74.42
1695,5/09/2019,331,22,14,843.64
1696,6/09/2019,821,36,8,110.64
1697,6/09/2019,709,24,11,343.86
1698,6/09/2019,986,11,12,257.64
1699,6/09/2019,736,18,7,394.31
1700,6/09/2019,131,23,5,81.35
1701,6/09/2019,508,2,11,556.49
1702,6/09/2019,343,56,15,307.95
1703,6/09/2019,895,32,8,738.64
1704,6/09/2019,578,34,14,1393.56
1705,6/09/2019,199,2,11,943.14
1706,6/09/2019,475,27,7,331.87
1707,6/09/2019,749,29,6,355.38
1708,6/09/2019,772,24,3,93.78
1709,6/09/2019,224,7,4,55.32
1710,6/09/2019,199,43,3,104.97
1711,6/09/2019,50,21,8,723.84
1712,6/09/2019,986,7,7,89.04
1713,6/09/2019,156,3,14,915.6
1714,6/09/2019,253,51,13,979.16
1715,6/09/2019,69,1,12,76.32
1716,6/09/2019,998,17,5,168.9
1717,6/09/2019,155,13,11,218.9
1718,6/09/2019,663,19,8,120.56
1719,6/09/2019,329,56,17,349.01
1720,6/09/2019,119,44,16,392.64
1721,6/09/2019,670,20,15,1305.75
1722,6/09/2019,183,42,2,175.02
1723,6/09/2019,156,40,20,1586.2
1724,6/09/2019,227,11,16,343.52
1725,6/09/2019,864,28,15,423.6
1726,6/09/2019,685,11,7,81.13
1727,6/09/2019,342,17,3,101.34
1728,3/10/2019,76,44,7,214.69
1729,3/10/2019,710,43,16,651.04
1730,3/10/2019,172,58,1,73.05
1731,3/10/2019,908,59,17,1262.76
1732,3/10/2019,379,53,20,1244.2
1733,3/10/2019,405,58,20,1461.0
1734,3/10/2019,811,6,12,1190.64
1735,3/10/2019,121,19,6,135.6
1736,3/10/2019,673,38,15,329.7
1737,3/10/2019,474,34,10,995.4
1738,3/10/2019,487,44,12,368.04
1739,3/10/2019,152,51,5,256.1
1740,3/10/2019,893,43,7,284.83
1741,3/10/2019,500,52,16,1579.84
1742,3/10/2019,414,16,2,78.74
1743,3/10/2019,503,40,8,634.48
1744,3/10/2019,242,55,8,68.4
1745,3/10/2019,399,44,13,398.71
1746,3/10/2019,154,4,4,272.64
1747,3/10/2019,788,32,6,293.58
1748,3/10/2019,664,60,15,618.3
1749,3/10/2019,652,24,15,271.95
1750,3/10/2019,107,9,18,540.18
1751,3/10/2019,643,42,7,612.57
1752,3/10/2019,416,57,3,205.89
1753,3/10/2019,69,16,9,499.05
1754,3/10/2019,676,56,6,91.14
1755,3/10/2019,210,13,17,338.3
1756,3/10/2019,910,55,7,59.85
1757,3/10/2019,157,4,10,681.6
1758,3/10/2019,187,59,19,1411.32
1759,3/10/2019,376,12,12,469.92
1760,3/10/2019,877,17,11,371.58
1761,3/10/2019,282,58,2,102.28
1762,3/10/2019,987,34,19,1891.26
1763,3/10/2019,601,30,14,321.44
1764,3/10/2019,248,29,3,177.69
1765,3/10/2019,720,6,14,1389.08
1766,3/10/2019,437,52,8,789.92
1767,3/10/2019,44,43,9,366.21
1768,3/10/2019,661,14,18,1789.2
1769,3/10/2019,309,33,12,986.64
1770,3/10/2019,667,16,4,221.8
1771,3/10/2019,710,55,8,68.4
1772,3/10/2019,519,16,9,499.05
1773,3/10/2019,279,27,6,244.62
1774,3/10/2019,904,52,11,586.52
1775,3/10/2019,449,38,5,109.9
1776,3/10/2019,526,18,3,168.99
1777,3/10/2019,119,33,17,1397.74
1778,3/10/2019,511,52,11,1086.14
1779,3/10/2019,747,58,5,365.25
1780,3/10/2019,529,2,17,1457.58
1781,4/10/2019,550,24,1,19.69
1782,4/10/2019,846,23,12,195.24
1783,4/10/2019,956,17,17,574.26
1784,4/10/2019,47,5,19,1643.88
1785,4/10/2019,825,6,18,928.62
1786,4/10/2019,604,44,15,460.05
1787,4/10/2019,810,57,12,823.56
1788,4/10/2019,604,3,18,1177.2
1789,4/10/2019,512,29,1,59.23
1790,4/10/2019,198,2,4,336.12
1791,4/10/2019,879,41,6,392.1
1792,4/10/2019,994,19,3,68.49
1793,4/10/2019,44,45,20,915.4
1794,4/10/2019,696,39,14,524.3
1795,4/10/2019,556,33,18,1479.96
1796,4/10/2019,592,41,13,849.55
1797,4/10/2019,111,34,9,895.86
1798,4/10/2019,389,30,15,344.4
1799,4/10/2019,581,1,2,12.72
1800,4/10/2019,290,9,3,68.43
1801,4/10/2019,867,25,14,567.56
1802,4/10/2019,638,6,5,496.1
1803,4/10/2019,126,4,5,340.8
1804,4/10/2019,70,37,10,619.9
1805,4/10/2019,503,48,11,403.37
1806,4/10/2019,247,4,13,886.08
1807,4/10/2019,917,19,2,42.92
1808,4/10/2019,763,58,8,572.72
1809,4/10/2019,50,53,9,666.54
1810,4/10/2019,887,56,4,55.84
1811,4/10/2019,9,12,16,510.72
1812,4/10/2019,422,19,14,249.34
1813,4/10/2019,556,47,12,579.84
1814,4/10/2019,768,34,2,199.08
1815,4/10/2019,109,36,1,13.83
1816,4/10/2019,470,40,20,1586.2
1817,4/10/2019,806,11,2,42.94
1818,4/10/2019,147,18,19,1070.27
1819,4/10/2019,483,37,9,557.91
1820,4/10/2019,79,9,14,420.14
1821,4/10/2019,44,5,16,1398.24
1822,4/10/2019,922,8,7,295.33
1823,4/10/2019,849,36,4,45.36
1824,4/10/2019,262,58,15,1095.75
1825,4/10/2019,809,58,12,876.6
1826,4/10/2019,948,19,1,22.83
1827,4/10/2019,184,28,5,125.65
1828,5/10/2019,58,10,17,1512.83
1829,5/10/2019,80,10,4,355.96
1830,5/10/2019,388,23,5,81.35
1831,5/10/2019,546,28,19,536.56
1832,5/10/2019,166,22,13,783.38
1833,5/10/2019,664,49,8,250.4
1834,5/10/2019,152,11,17,364.99
1835,5/10/2019,627,9,11,330.11
1836,5/10/2019,634,36,11,152.13
1837,5/10/2019,442,12,18,406.08
1838,5/10/2019,668,53,3,208.86
1839,5/10/2019,240,32,17,1130.16
1840,5/10/2019,148,38,3,65.94
1841,5/10/2019,975,44,16,368.0
1842,5/10/2019,387,58,7,511.35
1843,5/10/2019,629,42,18,1575.18
1844,5/10/2019,225,57,7,465.99
1845,5/10/2019,755,48,13,476.71
1846,5/10/2019,357,45,10,457.7
1847,5/10/2019,742,46,19,1165.46
1848,5/10/2019,980,30,19,436.24
1849,5/10/2019,529,28,7,197.68
1850,5/10/2019,222,31,10,557.7
1851,5/10/2019,585,60,16,659.52
1852,5/10/2019,323,37,1,57.03
1853,5/10/2019,239,39,7,262.15
1854,5/10/2019,152,43,12,488.28
1855,5/10/2019,68,40,15,1189.65
1856,5/10/2019,827,44,8,245.36
1857,5/10/2019,47,18,16,901.28
1858,5/10/2019,560,10,12,961.08
1859,6/10/2019,76,17,1,33.78
1860,6/10/2019,793,31,6,334.62
1861,6/10/2019,649,32,7,646.31
1862,6/10/2019,84,59,18,1337.04
1863,6/10/2019,387,38,11,241.78
1864,6/10/2019,432,27,9,341.37
1865,6/10/2019,567,52,20,1974.8
1866,6/10/2019,255,40,7,555.17
1867,6/10/2019,175,53,4,174.8
1868,6/10/2019,788,42,4,350.04
1869,6/10/2019,109,21,11,945.56
1870,6/10/2019,494,52,11,1086.14
1871,6/10/2019,693,11,18,386.46
1872,6/10/2019,704,34,3,298.62
1873,6/10/2019,730,9,16,480.16
1874,6/10/2019,174,40,12,951.72
1875,6/10/2019,630,1,10,63.6
1876,6/10/2019,658,44,7,214.69
1877,6/10/2019,828,54,12,453.48
1878,6/10/2019,214,7,17,185.81
1879,6/10/2019,42,20,16,1392.8
1880,6/10/2019,167,9,3,90.03
1881,6/10/2019,167,21,8,723.84
1882,6/10/2019,476,14,14,1391.6
1883,6/10/2019,501,55,15,128.25
1884,6/10/2019,207,43,9,366.21
1885,6/10/2019,584,27,10,360.3
1886,6/10/2019,288,45,10,457.7
1887,6/10/2019,801,27,1,36.51
1888,6/10/2019,171,43,16,651.04
1889,6/10/2019,124,5,11,961.29
1890,3/11/2019,744,24,6,187.56
1891,3/11/2019,136,36,17,235.11
1892,3/11/2019,563,17,2,67.56
1893,3/11/2019,70,36,17,235.11
1894,3/11/2019,781,28,17,480.08
1895,3/11/2019,620,32,19,1754.27
1896,3/11/2019,85,35,7,669.76
1897,3/11/2019,749,1,8,42.72
1898,3/11/2019,97,28,1,18.92
1899,3/11/2019,829,25,17,1252.9
1900,3/11/2019,812,38,6,131.88
1901,3/11/2019,92,16,17,942.65
1902,3/11/2019,529,23,4,65.08
1903,3/11/2019,81,47,11,531.52
1904,3/11/2019,1,19,5,62.8
1905,3/11/2019,269,31,8,446.16
1906,3/11/2019,890,59,20,1485.6
1907,3/11/2019,34,34,12,1194.48
1908,3/11/2019,442,12,4,170.24
1909,3/11/2019,347,57,9,481.77
1910,3/11/2019,131,9,6,180.06
1911,3/11/2019,199,2,3,257.22
1912,3/11/2019,708,47,10,415.6
1913,3/11/2019,349,14,13,1292.2
1914,3/11/2019,424,18,4,225.32
1915,3/11/2019,729,31,17,635.29
1916,3/11/2019,915,50,6,268.74
1917,3/11/2019,593,49,20,1252.0
1918,3/11/2019,271,47,17,821.44
1919,3/11/2019,835,33,13,1068.86
1920,3/11/2019,193,28,10,282.4
1921,3/11/2019,151,8,10,421.9
1922,3/11/2019,920,60,9,370.98
1923,3/11/2019,445,2,9,771.66
1924,3/11/2019,258,48,8,293.36
1925,3/11/2019,279,46,10,613.4
1926,3/11/2019,756,22,10,602.6
1927,3/11/2019,531,53,12,888.72
1928,3/11/2019,344,22,17,1024.42
1929,3/11/2019,90,32,15,1384.95
1930,3/11/2019,569,52,1,98.74
1931,3/11/2019,400,4,5,340.8
1932,3/11/2019,372,23,20,302.6
1933,3/11/2019,764,20,11,957.55
1934,4/11/2019,92,49,4,250.4
1935,4/11/2019,540,6,11,818.62
1936,4/11/2019,130,55,15,109.05
1937,4/11/2019,38,47,19,918.08
1938,4/11/2019,835,48,9,330.03
1939,4/11/2019,781,40,7,555.17
1940,4/11/2019,641,46,12,736.08
1941,4/11/2019,781,60,7,288.54
1942,4/11/2019,582,36,3,41.49
1943,4/11/2019,339,6,9,892.98
1944,4/11/2019,27,49,11,688.6
1945,4/11/2019,377,5,11,893.97
1946,4/11/2019,431,12,1,42.56
1947,4/11/2019,129,10,10,649.6
1948,4/11/2019,922,52,19,1876.06
1949,4/11/2019,288,31,7,390.39
1950,4/11/2019,742,26,17,1431.4
1951,4/11/2019,176,26,14,1178.8
1952,4/11/2019,113,18,1,56.33
1953,4/11/2019,757,24,11,343.86
1954,4/11/2019,94,27,8,208.64
1955,4/11/2019,535,37,1,61.99
1956,4/11/2019,179,2,1,85.74
1957,4/11/2019,582,31,13,725.01
1958,4/11/2019,31,60,15,618.3
1959,4/11/2019,41,6,10,992.2
1960,4/11/2019,403,35,18,1722.24
1961,4/11/2019,927,27,7,321.93
1962,4/11/2019,890,42,8,623.04
1963,4/11/2019,574,4,5,340.8
1964,4/11/2019,283,3,20,1308.0
1965,4/11/2019,874,2,17,1442.96
1966,4/11/2019,914,39,20,749.0
1967,4/11/2019,601,44,14,429.38
1968,4/11/2019,641,36,1,12.72
1969,4/11/2019,564,38,4,87.92
1970,4/11/2019,573,57,11,649.22
1971,4/11/2019,814,22,20,1205.2
1972,4/11/2019,547,32,14,1292.62
1973,4/11/2019,499,14,19,1888.6
1974,4/11/2019,227,20,10,644.2
1975,4/11/2019,852,43,12,488.28
1976,4/11/2019,369,25,20,1474.0
1977,4/11/2019,802,32,16,1477.28
1978,4/11/2019,121,25,3,179.1
1979,4/11/2019,282,20,1,81.83
1980,4/11/2019,327,32,8,657.36
1981,4/11/2019,699,15,5,70.65
1982,4/11/2019,361,42,9,787.59
1983,4/11/2019,450,17,6,202.68
1984,4/11/2019,140,44,12,368.04
1985,4/11/2019,809,39,5,103.0
1986,4/11/2019,668,8,16,675.04
1987,4/11/2019,885,7,10,138.3
1988,4/11/2019,781,26,4,336.8
1989,4/11/2019,480,5,17,1158.72
1990,5/11/2019,285,48,5,183.35
1991,5/11/2019,57,8,16,675.04
1992,5/11/2019,504,7,3,41.49
1993,5/11/2019,807,13,15,298.5
1994,5/11/2019,753,33,16,1315.52
1995,5/11/2019,752,55,8,68.4
1996,5/11/2019,91,46,7,300.58
1997,5/11/2019,89,38,17,373.66
1998,5/11/2019,721,40,7,555.17
1999,5/11/2019,495,60,16,659.52
2000,5/11/2019,872,30,15,344.4
2001,5/11/2019,247,44,3,74.52
2002,5/11/2019,993,44,15,460.05
2003,5/11/2019,387,53,9,666.54
2004,5/11/2019,924,56,7,143.71
2005,5/11/2019,823,3,20,1308.0
2006,5/11/2019,991,30,2,45.92
2007,5/11/2019,977,44,1,30.67
2008,5/11/2019,28,15,6,84.78
2009,5/11/2019,485,27,9,426.69
2010,5/11/2019,274,23,2,32.54
2011,5/11/2019,319,41,13,849.55
2012,5/11/2019,918,26,20,1684.0
2013,5/11/2019,326,53,12,888.72
2014,5/11/2019,62,53,7,518.42
2015,5/11/2019,103,7,7,96.81
2016,5/11/2019,27,21,16,1447.68
2017,5/11/2019,779,43,7,284.83
2018,5/11/2019,885,7,17,235.11
2019,5/11/2019,251,45,5,228.85
2020,5/11/2019,865,44,7,214.69
2021,5/11/2019,410,47,8,386.56
2022,5/11/2019,534,38,2,43.96
2023,5/11/2019,973,27,7,331.87
2024,5/11/2019,782,41,10,653.5
2025,5/11/2019,64,47,2,66.68
2026,5/11/2019,290,16,16,887.2
2027,5/11/2019,219,4,6,408.96
2028,5/11/2019,205,5,15,1310.85
2029,5/11/2019,702,5,9,786.51
2030,5/11/2019,299,8,17,717.23
2031,5/11/2019,960,46,6,235.56
2032,5/11/2019,199,44,8,245.36
2033,5/11/2019,784,23,19,309.13
2034,5/11/2019,227,27,6,201.96
2035,5/11/2019,677,51,17,1280.44
2036,5/11/2019,59,36,14,193.62
2037,5/11/2019,882,40,13,1031.03
2038,5/11/2019,676,24,7,218.82
2039,5/11/2019,575,16,1,55.45
2040,5/11/2019,763,27,18,665.64
2041,5/11/2019,999,54,17,642.43
2042,6/11/2019,865,12,18,559.26
2043,6/11/2019,274,44,19,355.49
2044,6/11/2019,719,24,15,468.9
2045,6/11/2019,423,49,6,375.6
2046,6/11/2019,703,37,16,991.84
2047,6/11/2019,243,18,19,1070.27
2048,6/11/2019,419,39,12,449.4
2049,6/11/2019,124,40,7,555.17
2050,6/11/2019,637,20,1,87.05
2051,6/11/2019,788,9,8,240.08
2052,6/11/2019,67,23,9,146.43
2053,6/11/2019,445,29,15,888.45
2054,6/11/2019,435,32,13,1116.31
2055,6/11/2019,59,1,2,12.72
2056,6/11/2019,41,16,12,425.88
2057,6/11/2019,293,55,3,25.65
2058,6/11/2019,353,3,3,184.44
2059,6/11/2019,853,30,9,206.64
2060,6/11/2019,916,24,9,281.34
2061,6/11/2019,497,39,18,674.1
2062,6/11/2019,680,33,2,164.44
2063,6/11/2019,661,40,7,555.17
2064,6/11/2019,885,6,6,511.98
2065,6/11/2019,597,3,7,389.13
2066,6/11/2019,846,56,8,164.24
2067,6/11/2019,354,27,16,758.56
2068,6/11/2019,202,27,4,189.64
2069,6/11/2019,786,8,15,632.85
2070,6/11/2019,795,10,7,622.93
2071,6/11/2019,768,35,18,1722.24
2072,6/11/2019,123,3,1,65.4
2073,6/11/2019,179,23,9,146.43
2074,6/11/2019,936,49,15,939.0
2075,6/11/2019,551,24,9,157.59
2076,6/11/2019,362,10,6,517.92
2077,6/11/2019,973,21,17,1492.09
2078,6/11/2019,185,18,17,957.61
2079,6/11/2019,691,9,5,150.05
2080,6/11/2019,281,24,7,218.82
2081,6/11/2019,972,21,14,937.44
2082,6/11/2019,207,18,7,394.31
2083,6/11/2019,528,15,11,155.43
2084,6/11/2019,622,18,1,56.33
2085,6/11/2019,550,41,14,914.9
2086,6/11/2019,762,32,17,1569.61
2087,6/11/2019,831,39,10,374.5
2088,6/11/2019,523,33,11,904.42
2089,3/12/2019,196,34,4,254.84
2090,3/12/2019,607,35,20,1913.6
2091,3/12/2019,844,46,1,61.34
2092,3/12/2019,568,38,15,329.7
2093,3/12/2019,360,40,15,1189.65
2094,3/12/2019,258,40,4,269.64
2095,3/12/2019,913,52,18,1368.54
2096,3/12/2019,651,52,5,493.7
2097,3/12/2019,59,44,18,552.06
2098,3/12/2019,995,19,7,95.9
2099,3/12/2019,190,43,15,610.35
2100,3/12/2019,814,12,15,638.4
2101,3/12/2019,842,54,8,302.32
2102,3/12/2019,675,53,6,444.36
2103,3/12/2019,946,36,20,276.6
2104,3/12/2019,201,38,17,194.31
2105,3/12/2019,162,18,15,844.95
2106,3/12/2019,92,31,4,223.08
2107,3/12/2019,998,8,13,548.47
2108,3/12/2019,372,53,8,592.48
2109,3/12/2019,75,3,7,457.8
2110,3/12/2019,622,59,7,519.96
2111,3/12/2019,712,34,14,933.66
2112,3/12/2019,239,7,16,221.28
2113,3/12/2019,560,37,4,247.96
2114,3/12/2019,195,25,16,1179.2
2115,3/12/2019,270,23,20,325.4
2116,3/12/2019,75,13,15,298.5
2117,3/12/2019,687,25,1,73.7
2118,3/12/2019,338,34,6,597.24
2119,3/12/2019,672,35,14,1339.52
2120,3/12/2019,874,30,13,298.48
2121,3/12/2019,395,31,9,501.93
2122,3/12/2019,715,8,13,548.47
2123,3/12/2019,779,54,7,264.53
2124,3/12/2019,685,35,17,1626.56
2125,3/12/2019,825,10,10,889.9
2126,3/12/2019,65,18,6,337.98
2127,3/12/2019,712,17,12,405.36
2128,3/12/2019,481,3,12,596.4
2129,3/12/2019,781,48,3,110.01
2130,3/12/2019,33,34,19,1891.26
2131,3/12/2019,897,9,3,90.03
2132,3/12/2019,866,10,2,177.98
2133,3/12/2019,155,56,13,266.89
2134,3/12/2019,48,13,11,218.9
2135,3/12/2019,112,21,13,1176.24
2136,3/12/2019,7,57,13,892.19
2137,4/12/2019,6,1,6,38.16
2138,4/12/2019,266,18,17,957.61
2139,4/12/2019,700,29,7,414.61
2140,4/12/2019,538,46,1,60.11
2141,4/12/2019,37,19,18,410.94
2142,4/12/2019,390,37,10,564.1
2143,4/12/2019,42,60,9,370.98
2144,4/12/2019,614,39,11,411.95
2145,4/12/2019,389,15,11,155.43
2146,4/12/2019,961,18,5,247.85
2147,4/12/2019,800,55,17,77.01
2148,4/12/2019,219,37,7,329.77
2149,4/12/2019,222,44,5,153.35
2150,4/12/2019,392,9,20,600.2
2151,4/12/2019,621,57,9,395.28
2152,4/12/2019,29,17,19,641.82
2153,4/12/2019,738,59,14,1039.92
2154,4/12/2019,248,19,9,205.47
2155,4/12/2019,998,15,6,84.78
2156,4/12/2019,291,4,17,1158.72
2157,4/12/2019,436,55,2,17.1
2158,4/12/2019,688,16,20,1020.2
2159,4/12/2019,810,24,4,116.28
2160,4/12/2019,870,31,2,104.84
2161,4/12/2019,132,3,6,392.4
2162,4/12/2019,104,35,18,1722.24
2163,4/12/2019,924,9,14,420.14
2164,4/12/2019,970,2,18,1543.32
2165,4/12/2019,23,53,4,296.24
2166,4/12/2019,759,21,15,1357.2
2167,4/12/2019,508,57,7,480.41
2168,4/12/2019,226,45,9,411.93
2169,4/12/2019,599,25,10,737.0
2170,4/12/2019,721,20,13,1131.65
2171,4/12/2019,364,29,15,888.45
2172,4/12/2019,671,58,14,1022.7
2173,4/12/2019,870,35,7,669.76
2174,4/12/2019,859,32,19,1754.27
2175,4/12/2019,50,58,11,803.55
2176,4/12/2019,264,55,6,51.3
2177,4/12/2019,437,14,14,1391.6
2178,4/12/2019,955,37,13,805.87
2179,4/12/2019,226,53,3,222.18
2180,4/12/2019,311,6,8,793.76
2181,4/12/2019,385,37,4,247.96
2182,4/12/2019,981,21,14,1266.72
2183,4/12/2019,23,11,7,150.29
2184,4/12/2019,203,12,14,595.84
2185,4/12/2019,35,53,11,814.66
2186,4/12/2019,940,7,17,235.11
2187,4/12/2019,346,5,20,1747.8
2188,4/12/2019,191,54,18,680.22
2189,4/12/2019,793,43,20,813.8
2190,4/12/2019,868,5,10,873.9
2191,4/12/2019,682,53,13,962.78
2192,4/12/2019,880,53,10,740.6
2193,4/12/2019,255,22,10,602.6
2194,4/12/2019,17,34,9,895.86
2195,5/12/2019,302,39,16,599.2
2196,5/12/2019,617,11,10,214.7
2197,5/12/2019,273,4,16,1090.56
2198,5/12/2019,417,59,6,445.68
